RXCUI|INGREDIENT|ING_RXCUI
1293635|Benzyl Alcohol|1426
1293635|pramoxine|34347
1293637|Benzyl Alcohol|1426
1293637|pramoxine|34347
1293639|Caffeine|1886
1293639|Ergotamine|4025
1293644|Glycerin|4910
1293644|pramoxine|34347
1293648|Epinephrine|3992
1293648|Lidocaine|6387
1293651|pramoxine|34347
1293651|Glycerin|4910
1293651|Petrolatum|8091
1293651|Phenylephrine|8163
1293653|Acetaminophen|161
1293653|Pseudoephedrine|8896
1293653|Chlorpheniramine|2400
1293653|Dextromethorphan|3289
1293665|Aspirin|1191
1293717|Zinc Acetate|58295
1293717|Diphenhydramine|3498
1293727|pramoxine|34347
1293727|Hydrocortisone|5492
1293729|pramoxine|34347
1293729|Hydrocortisone|5492
1293736|chromic chloride|21009
1293736|Copper Sulfate|21579
1293736|manganese sulfate|29268
1293736|Zinc Sulfate|39954
1293736|Selenious Acid|36344
1293739|chromic chloride|21009
1293739|Copper Sulfate|21579
1293739|manganese sulfate|29268
1293739|Zinc Sulfate|39954
1293739|Selenious Acid|36344
1293834|pramoxine|34347
1293834|Hydrocortisone|5492
1293841|pramoxine|34347
1293856|pramoxine|34347
1293856|Phenylephrine|8163
1293858|pramoxine|34347
1293858|Phenylephrine|8163
1293859|Lactate|114202
1293859|pramoxine|34347
1293861|Lactate|114202
1293861|pramoxine|34347
1293862|Ergotamine|4025
1293864|Ergotamine|4025
1293876|Hydrocortisone|5492
1293876|chloroxylenol|20877
1293876|pramoxine|34347
1293877|dimethicone|324072
1293877|pramoxine|34347
1293888|Ergotamine|4025
1293890|Ergotamine|4025
1293904|Menthol|6750
1293904|pramoxine|34347
1293942|Acetaminophen|161
1293943|Hydrocortisone|5492
1293943|chloroxylenol|20877
1293943|pramoxine|34347
1293981|dimethicone|324072
1293981|pramoxine|34347
1294021|Acetaminophen|161
1294021|Guaifenesin|5032
1294021|Pseudoephedrine|8896
1294023|Acetaminophen|161
1294023|Guaifenesin|5032
1294023|Pseudoephedrine|8896
1294024|Hydrocortisone|5492
1294024|pramoxine|34347
1294025|pramoxine|34347
1294025|Hydrocortisone|5492
1294026|pramoxine|34347
1294033|Zinc Acetate|58295
1294033|pramoxine|34347
1294034|pramoxine|34347
1294036|pramoxine|34347
1294098|cornstarch|1039062
1294106|Coal Tar|2635
1294122|Lipase|6406
1294122|Amylases|743
1294122|Endopeptidases|8031
1294128|Lipase|6406
1294128|Amylases|743
1294128|Endopeptidases|8031
1294192|Phenylephrine|8163
1294192|Diphenhydramine|3498
1294194|Phenylephrine|8163
1294194|Diphenhydramine|3498
1294196|Phenylephrine|8163
1294196|Diphenhydramine|3498
1294199|Diphenhydramine|3498
1294199|Phenylephrine|8163
1294203|Acetaminophen|161
1294203|Pseudoephedrine|8896
1294203|Chlorpheniramine|2400
1294246|Hydrocortisone|5492
1294246|chloroxylenol|20877
1294246|pramoxine|34347
1294248|Hydrocortisone|5492
1294248|chloroxylenol|20877
1294248|pramoxine|34347
1294255|Hydrocortisone|5492
1294255|chloroxylenol|20877
1294255|pramoxine|34347
1294268|chloroxylenol|20877
1294268|Zinc Acetate|58295
1294268|pramoxine|34347
1294312|chloroxylenol|20877
1294312|Zinc Acetate|58295
1294312|pramoxine|34347
1294322|Phenylephrine|8163
1294322|Diphenhydramine|3498
1294342|pramoxine|34347
1294343|Zinc Acetate|58295
1294343|pramoxine|34347
1294345|Zinc Acetate|58295
1294345|pramoxine|34347
1294348|Diphenhydramine|3498
1294348|Phenylephrine|8163
1294350|Diphenhydramine|3498
1294350|Phenylephrine|8163
1294390|Acetaminophen|161
1294390|Pseudoephedrine|8896
1294390|Chlorpheniramine|2400
1294396|Ergotamine|4025
1294397|Ergotamine|4025
1294467|Acetaminophen|161
1294467|Pseudoephedrine|8896
1294467|Chlorpheniramine|2400
1294470|Acetaminophen|161
1294470|Pseudoephedrine|8896
1294470|Dextromethorphan|3289
1294473|Acetaminophen|161
1294473|Guaifenesin|5032
1294473|Pseudoephedrine|8896
1294473|Dextromethorphan|3289
1294481|Lipase|6406
1294481|Amylases|743
1294481|Endopeptidases|8031
1294483|Lipase|6406
1294483|Amylases|743
1294483|Endopeptidases|8031
1294537|sibutramine|36514
1294541|sibutramine|36514
1294545|sibutramine|36514
1294550|conivaptan|302285
1294552|conivaptan|302285
1294554|conivaptan|302285
1294557|Diphenhydramine|3498
1294557|Pseudoephedrine|8896
1294560|Diphenhydramine|3498
1294560|Pseudoephedrine|8896
1294584|Gemtuzumab ozogamicin|1294580
1294589|Zinc Acetate|58295
1294589|Diphenhydramine|3498
1294591|Zinc Acetate|58295
1294591|Diphenhydramine|3498
1294592|Zinc Acetate|58295
1294592|Diphenhydramine|3498
1294594|Menthol|6750
1294594|Diphenhydramine|3498
1294596|Menthol|6750
1294596|Diphenhydramine|3498
1294604|Acetaminophen|161
1294604|Phenylephrine|8163
1294604|Diphenhydramine|3498
1294607|Acetaminophen|161
1294607|Diphenhydramine|3498
1294609|Acetaminophen|161
1294609|Diphenhydramine|3498
1294611|Diphenhydramine|3498
1294614|Diphenhydramine|3498
1294614|Tripelennamine|10847
1294619|Metronidazole|6922
1294619|bismuth subcitrate|47181
1294619|Tetracycline|10395
1294621|Metronidazole|6922
1294621|bismuth subcitrate|47181
1294621|Tetracycline|10395
1294624|histrelin|50975
1294626|histrelin|50975
1294641|histrelin|50975
1297241|Albumin Human, USP|828529
1297272|Phenazopyridine|8120
1297278|lurasidone|1040028
1297294|Acetaminophen|161
1297294|Dextromethorphan|3289
1297294|Phenylephrine|8163
1297294|Doxylamine|3642
1297357|lurasidone|1040028
1297359|Cocaine|2653
1297363|Cocaine|2653
1297381|Hydrofluoric Acid|5496
1297381|Phosphoric acid|8259
1297381|Sodium Fluoride|9873
1297387|Hydrofluoric Acid|5496
1297387|Phosphoric acid|8259
1297387|Sodium Fluoride|9873
1297389|Calcium Carbonate|1897
1297389|Cholecalciferol|2418
1297392|Ibuprofen|5640
1297392|Pseudoephedrine|8896
1297392|Chlorpheniramine|2400
1297405|Acetaminophen|161
1297405|Dextromethorphan|3289
1297405|Phenylephrine|8163
1297405|Doxylamine|3642
1297409|Acetaminophen|161
1297409|Diphenhydramine|3498
1297409|Pseudoephedrine|8896
1297410|Diphenhydramine|3498
1297412|Diphenhydramine|3498
1297514|Menthol|6750
1297514|Diphenhydramine|3498
1297516|Menthol|6750
1297516|Diphenhydramine|3498
1297517|Magnesium Salicylate|52364
1297517|Diphenhydramine|3498
1297519|Magnesium Salicylate|52364
1297519|Diphenhydramine|3498
1297555|MIXED VESPID VENOM PROTEIN|324054
1297649|Codeine|2670
1297658|Esomeprazole|283742
1297660|Esomeprazole|283742
1297753|Betaxolol|1520
1297755|Betaxolol|1520
1297757|Betaxolol|1520
1297759|Betaxolol|1520
1297761|Esomeprazole|283742
1297763|Esomeprazole|283742
1297768|coenzyme Q10|21406
1297770|coenzyme Q10|21406
1297947|Acetaminophen|161
1297947|Diphenhydramine|3498
1297949|Acetaminophen|161
1297949|Diphenhydramine|3498
1297950|Hydrocortisone|5492
1297950|Diphenhydramine|3498
1297952|Hydrocortisone|5492
1297952|Diphenhydramine|3498
1297969|Acetaminophen|161
1297969|Dextromethorphan|3289
1297969|Diphenhydramine|3498
1297969|Phenylephrine|8163
1297980|Acetaminophen|161
1297980|Phenylephrine|8163
1297980|Dextromethorphan|3289
1297980|Diphenhydramine|3498
1297988|coenzyme Q10|21406
1297990|coenzyme Q10|21406
1298066|Cyclopentolate|3001
1298068|Phenylephrine|8163
1298068|Cyclopentolate|3001
1298070|Cyclopentolate|3001
1298072|Cyclopentolate|3001
1298081|Encainide|42368
1298083|Encainide|42368
1298086|Encainide|42368
1298088|Flurazepam|4501
1298091|Flurazepam|4501
1298095|Bupivacaine|1815
1298095|Fentanyl|4337
1298099|Guanidine|50675
1298128|Flurazepam|4501
1298147|Glucose|4850
1298159|Folic Acid|4511
1298159|Calcium Carbonate|1897
1298166|Calcium Carbonate|1897
1298166|Vitamin B 12|11248
1298176|Ascorbic Acid|1151
1298176|Calcium Carbonate|1897
1298187|Ascorbic Acid|1151
1298187|Calcium Carbonate|1897
1298199|Cholecalciferol|2418
1298199|Folic Acid|4511
1298199|Riboflavin|9346
1298199|Vitamin B 12|11248
1298199|pyridoxine|684879
1298206|Apple Cider Vinegar|360262
1298206|Calcium Carbonate|1897
1298218|Garlic preparation|265647
1298224|Vitamin B 12|11248
1298226|Pseudoephedrine|8896
1298226|dexchlorpheniramine|22697
1298228|Guaifenesin|5032
1298228|Dextromethorphan|3289
1298231|Cholecalciferol|2418
1298231|Calcium Citrate|47613
1298273|Diphenhydramine|3498
1298273|Pseudoephedrine|8896
1298287|Menthol|6750
1298287|Diphenhydramine|3498
1298299|Guaifenesin|5032
1298299|Dextromethorphan|3289
1298324|Guaifenesin|5032
1298324|Dextromethorphan|3289
1298326|Guaifenesin|5032
1298326|Dextromethorphan|3289
1298331|Guaifenesin|5032
1298331|Pseudoephedrine|8896
1298331|Dextromethorphan|3289
1298338|Guaifenesin|5032
1298338|Pseudoephedrine|8896
1298338|Dextromethorphan|3289
1298350|Acetaminophen|161
1298350|Phenylephrine|8163
1298350|Diphenhydramine|3498
1298352|Cyclopentolate|3001
1298356|Cyclopentolate|3001
1298358|Cyclopentolate|3001
1298360|Phenylephrine|8163
1298360|Cyclopentolate|3001
1298364|Cyclopentolate|3001
1298366|Cyclopentolate|3001
1298370|Acetaminophen|161
1298370|Phenylephrine|8163
1298370|Diphenhydramine|3498
1298375|Lutein|11359
1298375|zeaxanthin|39918
1298405|Guaifenesin|5032
1298405|Pseudoephedrine|8896
1298407|Guaifenesin|5032
1298407|Pseudoephedrine|8896
1298420|Guaifenesin|5032
1298420|Pseudoephedrine|8896
1298427|Ivermectin|6069
1298435|Sodium Chloride|9863
1298442|Niacin|7393
1298442|Diphenhydramine|3498
1298443|Guaifenesin|5032
1298443|Pseudoephedrine|8896
1298445|Guaifenesin|5032
1298445|Pseudoephedrine|8896
1298448|butenafine|47461
1298450|butenafine|47461
1298452|butenafine|47461
1298462|Carboxymethylcellulose|2062
1298747|Cetylpyridinium|2286
1298792|Influenza Virus Vaccine, Live Attenuated, B-Brisbane-60-2008 strain|857953
1298792|Influenza Virus Vaccine, Live Attenuated, A-California-7-2009 (H1N1) strain|1005909
1298792|Influenza Virus Vaccine, Live Attenuated, A-Perth-16-2009 (H3N2) strain|1005911
1298799|Isoxsuprine|6066
1298803|Maprotiline|6646
1298804|Lidocaine|6387
1298806|Lidocaine|6387
1298814|Mecamylamine|6673
1298816|Molindone|7019
1298818|Molindone|7019
1298830|Acetaminophen|161
1298834|Isoxsuprine|6066
1298857|Maprotiline|6646
1298861|Maprotiline|6646
1298870|Maprotiline|6646
1298874|Mecamylamine|6673
1298883|Molindone|7019
1298900|Molindone|7019
1298906|Molindone|7019
1298908|Molindone|7019
1298910|Molindone|7019
1298912|Molindone|7019
1298922|Molindone|7019
1298924|Molindone|7019
1298948|pertuzumab|1298944
1298953|pertuzumab|1298944
1299018|Ibuprofen|5640
1299018|Pseudoephedrine|8896
1299020|Ibuprofen|5640
1299020|Pseudoephedrine|8896
1299021|Ibuprofen|5640
1299021|Pseudoephedrine|8896
1299022|Ibuprofen|5640
1299022|Pseudoephedrine|8896
1299059|Tolnaftate|10637
1299089|Ibuprofen|5640
1299089|Pseudoephedrine|8896
1299137|Phenylephrine|8163
1299141|Phenylephrine|8163
1299143|Pseudoephedrine|8896
1299143|dexbrompheniramine|22696
1299145|Phenylephrine|8163
1299203|Isotretinoin|6064
1299218|Menthol|6750
1299235|Guaifenesin|5032
1299235|Pseudoephedrine|8896
1299240|Moricizine|40169
1299244|Loratadine|28889
1299244|Pseudoephedrine|8896
1299247|Moricizine|40169
1299251|Moricizine|40169
1299256|Guaifenesin|5032
1299256|Pseudoephedrine|8896
1299256|chlophedianol|21254
1299626|Sodium Chloride|9863
1299628|Sodium Chloride|9863
1299634|Hypochlorite|1483317
1299636|Hypochlorite|1483317
1299639|Vasopressin (USP)|11149
1299641|Vasopressin (USP)|11149
1299643|Vasopressin (USP)|11149
1299645|Vasopressin (USP)|11149
1299648|Acetaminophen|161
1299648|Pseudoephedrine|8896
1299648|Chlorpheniramine|2400
1299648|Dextromethorphan|3289
1299653|Salicylic Acid|9525
1299659|Undecylenate|314881
1299664|Acetaminophen|161
1299664|Pseudoephedrine|8896
1299664|Chlorpheniramine|2400
1299664|Dextromethorphan|3289
1299667|Isoproterenol|6054
1299667|Phenylephrine|8163
1299669|Isoproterenol|6054
1299669|Phenylephrine|8163
1299672|Isoproterenol|6054
1299675|Isoproterenol|6054
1299689|Isoproterenol|6054
1299693|Isoproterenol|6054
1299727|Calcium Chloride|1901
1299762|Omega-3 Acid Ethyl Esters (USP)|484348
1299764|Isoproterenol|6054
1299766|Isoproterenol|6054
1299770|Isoproterenol|6054
1299773|Isoproterenol|6054
1299777|Fentanyl|4337
1299811|Calcium Carbonate|1897
1299811|Cholecalciferol|2418
1299817|Calcium Carbonate|1897
1299817|Cholecalciferol|2418
1299859|Hydrochlorothiazide|5487
1299859|moexipril|30131
1299861|Hydrochlorothiazide|5487
1299861|moexipril|30131
1299871|Hydrochlorothiazide|5487
1299871|moexipril|30131
1299873|Hydrochlorothiazide|5487
1299873|moexipril|30131
1299889|Ammonia|1299884
1299890|Hydrochlorothiazide|5487
1299890|moexipril|30131
1299896|moexipril|30131
1299897|moexipril|30131
1299902|tiagabine|31914
1299903|tiagabine|31914
1299908|tiagabine|31914
1299909|tiagabine|31914
1299911|tiagabine|31914
1299913|tiagabine|31914
1299914|tiagabine|31914
1299916|tiagabine|31914
1299917|tiagabine|31914
1299959|Hydrochlorothiazide|5487
1299959|moexipril|30131
1299963|moexipril|30131
1299965|moexipril|30131
1299967|tiagabine|31914
1299971|tiagabine|31914
1299973|tiagabine|31914
1299975|tiagabine|31914
1299978|tiagabine|31914
1299990|American elm pollen extract|852054
1299990|Siberian elm pollen extract|1299981
1299992|American elm pollen extract|852054
1299992|Siberian elm pollen extract|1299981
1299998|Siberian elm pollen extract|1299981
1300000|Siberian elm pollen extract|1299981
1300002|Siberian elm pollen extract|1299981
1300006|Isotretinoin|6064
1300014|Isotretinoin|6064
1300016|Isotretinoin|6064
1300019|Guaifenesin|5032
1300019|Pseudoephedrine|8896
1300019|Dextromethorphan|3289
1300020|Guaifenesin|5032
1300020|Pseudoephedrine|8896
1300022|Guaifenesin|5032
1300022|Pseudoephedrine|8896
1300064|ciclopirox|21090
1300068|Acetaminophen|161
1300068|Guaifenesin|5032
1300068|Phenylephrine|8163
1300079|Acetaminophen|161
1300079|Guaifenesin|5032
1300079|Dextromethorphan|3289
1300079|Phenylephrine|8163
1300084|Pseudoephedrine|8896
1300084|Brompheniramine|1767
1300087|glycolate|70603
1300092|Phenylephrine|8163
1300155|Benzocaine|1399
1300155|Benzethonium|1390
1300170|Phenylephrine|8163
1300170|Dextromethorphan|3289
1300170|dexbrompheniramine|22696
1300191|tetanus toxoid vaccine, inactivated|798306
1300191|diphtheria toxoid vaccine, inactivated|798304
1300191|acellular pertussis vaccine, inactivated|798302
1300201|Phenylephrine|8163
1300201|dexbrompheniramine|22696
1300201|Dextromethorphan|3289
1300203|Pseudoephedrine|8896
1300203|Brompheniramine|1767
1300206|tetanus toxoid vaccine, inactivated|798306
1300206|diphtheria toxoid vaccine, inactivated|798304
1300206|acellular pertussis vaccine, inactivated|798302
1300267|Ibuprofen|5640
1300272|Ketoconazole|6135
1300294|Benzocaine|1399
1300294|Benzethonium|1390
1300295|Benzocaine|1399
1300295|Benzethonium|1390
1300310|tetanus toxoid vaccine, inactivated|798306
1300310|diphtheria toxoid vaccine, inactivated|798304
1300310|acellular pertussis vaccine, inactivated|798302
1300351|Zinc Sulfate|39954
1300354|Zinc Sulfate|39954
1300370|tetanus toxoid vaccine, inactivated|798306
1300370|diphtheria toxoid vaccine, inactivated|798304
1300370|acellular pertussis vaccine, inactivated|798302
1300378|tetanus toxoid vaccine, inactivated|798306
1300378|diphtheria toxoid vaccine, inactivated|798304
1300378|acellular pertussis vaccine, inactivated|798302
1300384|diphtheria toxoid vaccine, inactivated|798304
1300384|tetanus toxoid vaccine, inactivated|798306
1300384|acellular pertussis vaccine, inactivated|798302
1300386|diphtheria toxoid vaccine, inactivated|798304
1300386|tetanus toxoid vaccine, inactivated|798306
1300386|acellular pertussis vaccine, inactivated|798302
1300392|diphtheria toxoid vaccine, inactivated|798304
1300392|tetanus toxoid vaccine, inactivated|798306
1300392|acellular pertussis vaccine, inactivated|798302
1300439|Bupivacaine|1815
1300440|Bupivacaine|1815
1300441|Bupivacaine|1815
1300442|Bupivacaine|1815
1300443|ropivacaine|35780
1300456|ropivacaine|35780
1300457|ropivacaine|35780
1300468|Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine|798279
1300475|diphtheria toxoid vaccine, inactivated|798304
1300475|tetanus toxoid vaccine, inactivated|798306
1300475|acellular pertussis vaccine, inactivated|798302
1300475|Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine|798279
1300481|methyl 5-aminolevulinate|337068
1300483|methyl 5-aminolevulinate|337068
1300538|Norethindrone|7514
1300538|Ethinyl Estradiol|4124
1300538|Inert Ingredients|748794
1300706|lorcaserin|1300701
1300712|lorcaserin|1300701
1300781|Japanese encephalitis virus vaccine, inactivated|845525
1300783|Japanese encephalitis virus vaccine, inactivated|845525
1300791|mirabegron|1300786
1300797|mirabegron|1300786
1300801|mirabegron|1300786
1300803|mirabegron|1300786
1300810|Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine|798279
1300882|Thioctate|618060
1300882|Acetylcarnitine|193
1300888|Zinc Oxide|11423
1300888|Camphor|1952
1300888|phenol|33290
1300888|Tannic Acid|10328
1300889|Menthol|6750
1300889|Capsaicin|1992
1300890|Baclofen|1292
1300911|Norethindrone|7514
1300911|Ethinyl Estradiol|4124
1300911|Inert Ingredients|748794
1301016|Ethinyl Estradiol|4124
1301016|drospirenone|11636
1301019|Kava preparation|285228
1301021|krill oil|880350
1301023|Omega-3 Acid Ethyl Esters (USP)|484348
1301024|Omega-3 Acid Ethyl Esters (USP)|484348
1301032|Saccharomyces boulardii|236782
1301159|Benzocaine|1399
1301161|Benzocaine|1399
1301237|Benzocaine|1399
1301239|Benzocaine|1399
1301246|Menthol|6750
1301246|Dextromethorphan|3289
1301252|Menthol|6750
1301252|Dextromethorphan|3289
1301420|Fentanyl|4337
1301420|ropivacaine|35780
1301606|Sodium Chloride|9863
1301627|Baclofen|1292
1301670|Saccharomyces boulardii|236782
1301694|Lactate|114202
1301694|halobetasol|41208
1301696|Lactate|114202
1301696|halobetasol|41208
1301848|dimethicone|324072
1301866|Lactobacillus rhamnosus GG|602811
1301874|thyroid (USP)|10572
1301876|thyroid (USP)|10572
1301882|Acetaminophen|161
1301891|L1 protein, Human papillomavirus type 16 Vaccine|798264
1301891|L1 protein, Human papillomavirus type 18 Vaccine|798266
1302160|trolamine salicylate|38866
1302164|trolamine salicylate|38866
1302176|Zinc Oxide|11423
1302176|Petrolatum|8091
1302195|Potassium Chloride|8591
1302197|Fentanyl|4337
1302197|Bupivacaine|1815
1302206|Omega-3 Acid Ethyl Esters (USP)|484348
1302279|Docusate|82003
1302281|Docusate|82003
1302289|Iodine|5933
1302289|Potassium Iodide|8597
1302346|ALPHA-D-GALACTOSIDASE ENZYME|259351
1302351|Papain|7892
1302364|ALPHA-D-GALACTOSIDASE ENZYME|259351
1302433|Benzoyl Peroxide|1418
1302437|Benzoyl Peroxide|1418
1302449|Lactobacillus acidophilus|6205
1302472|Lactobacillus reuteri|285156
1302472|Lactobacillus rhamnosus GG|602811
1302483|Citric Acid|21183
1302483|Gluconolactone|25842
1302483|magnesium carbonate|29155
1302488|Omega-3 Acid Ethyl Esters (USP)|484348
1302630|Menthol|6750
1302630|Camphor|1952
1302630|Benzyl Alcohol|1426
1302636|dehydroepiandrosterone|3143
1302636|Calcium Carbonate|1897
1302637|Calcium Carbonate|1897
1302637|dehydroepiandrosterone|3143
1302639|dehydroepiandrosterone|3143
1302639|Calcium Carbonate|1897
1302650|Minocycline|6980
1302656|Minocycline|6980
1302659|Minocycline|6980
1302664|Minocycline|6980
1302666|Minocycline|6980
1302669|Minocycline|6980
1302674|Minocycline|6980
1302676|Minocycline|6980
1302680|Vitamin A|11246
1302680|Cholecalciferol|2418
1302684|Ascorbic Acid|1151
1302684|Magnesium Sulfate|6585
1302684|Vitamin E|11256
1302684|Zinc Sulfate|39954
1302686|Vitamin E|11256
1302686|Tocotrienols|578285
1302755|Epoprostenol|8814
1302827|Phentermine|8152
1302827|topiramate|38404
1302833|Phentermine|8152
1302833|topiramate|38404
1302839|Phentermine|8152
1302839|topiramate|38404
1302845|Phentermine|8152
1302845|topiramate|38404
1302850|Phentermine|8152
1302850|topiramate|38404
1302856|Phentermine|8152
1302856|topiramate|38404
1302970|carfilzomib|1302966
1302975|carfilzomib|1302966
1303102|aclidinium|1303098
1303107|aclidinium|1303098
1303125|Prednisone|8640
1303131|Prednisone|8640
1303132|Prednisone|8640
1303134|Prednisone|8640
1303135|Prednisone|8640
1303137|Prednisone|8640
1303159|Acetaminophen|161
1303159|Caffeine|1886
1303159|Aspirin|1191
1303161|Petrolatum|8091
1303519|Acetaminophen|161
1303519|Phenylephrine|8163
1303519|Diphenhydramine|3498
1303727|Bacitracin|1291
1303727|pramoxine|34347
1303729|Morphine|7052
1303731|Morphine|7052
1303733|Morphine|7052
1303734|Capsaicin|1992
1303736|Morphine|7052
1303738|Morphine|7052
1303740|Morphine|7052
1303742|Morphine|7052
1303746|coenzyme Q10|21406
1303746|Levocarnitine|42955
1303759|Ascorbic Acid|1151
1303759|Vitamin E|11256
1303759|Cranberry preparation|125933
1303771|Benzocaine|1399
1303771|Menthol|6750
1303777|Benzocaine|1399
1303777|Menthol|6750
1303807|Melatonin|6711
1303807|Vitamin B6|42954
1303808|Omega-3 Acid Ethyl Esters (USP)|484348
1303831|Turmeric extract|1114883
1303840|mecobalamin|29421
1303841|Morphine|7052
1303868|Psyllium|8928
1303876|Trichloroacetate|618564
1303878|Trichloroacetate|618564
1303882|Trichloroacetate|618564
1303888|Trichloroacetate|618564
1303890|Trichloroacetate|618564
1303916|Cholecalciferol|2418
1303930|Levonorgestrel|6373
1303940|Guaifenesin|5032
1303940|chlophedianol|21254
1303940|Phenylephrine|8163
1304104|Potassium Chloride|8591
1304107|Phenylephrine|8163
1304107|Dextromethorphan|3289
1304107|Brompheniramine|1767
1304108|Pseudoephedrine|8896
1304108|Dextromethorphan|3289
1304111|Guaifenesin|5032
1304111|Phenylephrine|8163
1304113|Guaifenesin|5032
1304113|Phenylephrine|8163
1304115|Guaifenesin|5032
1304115|Phenylephrine|8163
1304119|Guaifenesin|5032
1304119|Phenylephrine|8163
1304131|Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus|1303851
1304131|Influenza B virus vaccine, B-Wisconsin-1-2010-like virus|1303855
1304131|Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus|1304122
1304187|Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus|1303851
1304187|Influenza B virus vaccine, B-Wisconsin-1-2010-like virus|1303855
1304187|Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus|1304122
1304196|Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus|1303851
1304196|Influenza B virus vaccine, B-Wisconsin-1-2010-like virus|1303855
1304196|Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus|1304122
1304210|Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus|1303851
1304210|Influenza B virus vaccine, B-Wisconsin-1-2010-like virus|1303855
1304210|Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus|1304122
1304212|Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus|1303851
1304212|Influenza B virus vaccine, B-Wisconsin-1-2010-like virus|1303855
1304212|Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus|1304122
1304215|Aspirin|1191
1304215|Caffeine|1886
1304254|Sodium Fluoride|9873
1304283|Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus|1303851
1304283|Influenza B virus vaccine, B-Wisconsin-1-2010-like virus|1303855
1304283|Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus|1304122
1304291|Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus|1303851
1304291|Influenza B virus vaccine, B-Wisconsin-1-2010-like virus|1303855
1304291|Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus|1304122
1304297|Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus|1303851
1304297|Influenza B virus vaccine, B-Wisconsin-1-2010-like virus|1303855
1304297|Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus|1304122
1304307|Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus|1303851
1304307|Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus|1304122
1304307|Influenza B virus vaccine, B-Wisconsin-1-2010-like virus|1303855
1304316|Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus|1303851
1304316|Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus|1304122
1304316|Influenza B virus vaccine, B-Wisconsin-1-2010-like virus|1303855
1304361|Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus|1303851
1304361|Influenza B virus vaccine, B-Wisconsin-1-2010-like virus|1303855
1304361|Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus|1304122
1304408|Menthol|6750
1304479|aflibercept|1232150
1304484|aflibercept|1232150
1304503|Cholecalciferol|2418
1304503|Folic Acid|4511
1304503|Ascorbic Acid|1151
1304503|pyridoxine|684879
1304503|Vitamin B 12|11248
1304503|Niacinamide|7405
1304503|Riboflavin|9346
1304503|Thiamine|10454
1304503|alpha Tocopherol|237099
1304503|Iron Carbonyl|262150
1304506|Omega-3 Acid Ethyl Esters (USP)|484348
1304506|salmon oil|41967
1304533|Brompheniramine|1767
1304533|Pseudoephedrine|8896
1304535|Brompheniramine|1767
1304535|Pseudoephedrine|8896
1304564|Ascorbic Acid|1151
1304564|Folic Acid|4511
1304564|alpha Tocopherol|237099
1304564|Biotin|1588
1304564|Cholecalciferol|2418
1304564|dexpanthenol|22701
1304564|Niacinamide|7405
1304564|pyridoxine|684879
1304564|Vitamin A|11246
1304564|Riboflavin|9346
1304564|Thiamine|10454
1304564|Vitamin B 12|11248
1304564|Vitamin K 1|8308
1304566|Coal Tar|2635
1304566|Salicylic Acid|9525
1304568|Coal Tar|2635
1304580|Menthol|6750
1304585|Menthol|6750
1304859|Acetaminophen|161
1304859|Pseudoephedrine|8896
1304859|Brompheniramine|1767
1304879|Salicylic Acid|9525
1304879|Coal Tar|2635
1304882|Coal Tar|2635
1304882|Menthol|6750
1304971|zinc chloride|39937
1304971|Benzocaine|1399
1304971|Menthol|6750
1304971|Cetylpyridinium|2286
1304979|icosapent ethyl|1304974
1304985|icosapent ethyl|1304974
1304988|Ethinyl Estradiol|4124
1304988|Levonorgestrel|6373
1304988|Inert Ingredients|748794
1304995|vincristine liposome|1304991
1305000|vincristine liposome|1304991
1305089|Ethinyl Estradiol|4124
1305089|Norgestrel|7518
1305089|Inert Ingredients|748794
1305110|Benzoyl Peroxide|1418
1305143|alpha Tocopherol|237099
1305143|Ferrous fumarate|24941
1305143|pyridoxine|684879
1305143|Ascorbic Acid|1151
1305143|Docusate|82003
1305143|Folic Acid|4511
1305143|tricalcium phosphate|47628
1305143|Cholecalciferol|2418
1305143|Docosahexaenoate|73
1305205|alpha Tocopherol|237099
